TestId,TestDate,EventType,CalvingDate,BirthDate,Parity,DaysInMilk,DailyMilkingYield
2376,2021-04-27,MilkRecording,2020-07-05,2016-07-31,3,296,37.7
2378,2022-08-23,MilkRecording,2022-08-11,2016-07-31,5,12,42.3
2378,2022-09-20,MilkRecording,2022-08-11,2016-07-31,5,40,43.2
2378,2022-10-18,MilkRecording,2022-08-11,2016-07-31,5,68,49
2378,2022-10-23,MilkRecording,2022-08-11,2016-07-31,5,73,47.7
2378,2022-11-21,MilkRecording,2022-08-11,2016-07-31,5,102,38.9
2378,2022-12-18,MilkRecording,2022-08-11,2016-07-31,5,129,41.2
2378,2023-01-15,MilkRecording,2022-08-11,2016-07-31,5,157,38.1
2378,2023-02-13,MilkRecording,2022-08-11,2016-07-31,5,186,31.7
2378,2023-03-12,MilkRecording,2022-08-11,2016-07-31,5,213,35.1
2378,2023-04-11,MilkRecording,2022-08-11,2016-07-31,5,243,40.3
2378,2023-05-09,MilkRecording,2022-08-11,2016-07-31,5,271,33.3
2378,2023-06-05,MilkRecording,2022-08-11,2016-07-31,5,298,30.3
2379,2018-06-05,MilkRecording,2018-05-15,2016-08-10,1,21,32
2379,2018-07-03,MilkRecording,2018-05-15,2016-08-10,1,49,41.4
2379,2018-07-31,MilkRecording,2018-05-15,2016-08-10,1,77,40.1
2379,2018-08-28,MilkRecording,2018-05-15,2016-08-10,1,105,40.3
2379,2018-09-25,MilkRecording,2018-05-15,2016-08-10,1,133,38.9
2379,2018-10-23,MilkRecording,2018-05-15,2016-08-10,1,161,37.7
2379,2018-11-20,MilkRecording,2018-05-15,2016-08-10,1,189,37
2379,2018-12-18,MilkRecording,2018-05-15,2016-08-10,1,217,36
2379,2019-01-15,MilkRecording,2018-05-15,2016-08-10,1,245,37.9
2379,2019-02-12,MilkRecording,2018-05-15,2016-08-10,1,273,37.5
2379,2019-03-12,MilkRecording,2018-05-15,2016-08-10,1,301,40.5
2380,2019-07-16,MilkRecording,2019-06-23,2016-08-10,2,23,55
2380,2019-08-13,MilkRecording,2019-06-23,2016-08-10,2,51,45.4
2380,2019-09-10,MilkRecording,2019-06-23,2016-08-10,2,79,45.8
2380,2019-10-08,MilkRecording,2019-06-23,2016-08-10,2,107,47.3
2380,2019-11-05,MilkRecording,2019-06-23,2016-08-10,2,135,42.6
2380,2019-12-03,MilkRecording,2019-06-23,2016-08-10,2,163,45.2
2380,2019-12-31,MilkRecording,2019-06-23,2016-08-10,2,191,40.7
2380,2020-01-28,MilkRecording,2019-06-23,2016-08-10,2,219,41
2380,2020-02-26,MilkRecording,2019-06-23,2016-08-10,2,248,37.3
2380,2020-03-31,MilkRecording,2019-06-23,2016-08-10,2,282,36.6
2382,2021-08-25,MilkRecording,2021-08-20,2016-08-10,4,5,28.3
2382,2021-09-22,MilkRecording,2021-08-20,2016-08-10,4,33,49.9
2382,2021-10-19,MilkRecording,2021-08-20,2016-08-10,4,60,50
2382,2021-11-16,MilkRecording,2021-08-20,2016-08-10,4,88,47.8
2382,2021-12-14,MilkRecording,2021-08-20,2016-08-10,4,116,46
2382,2022-01-11,MilkRecording,2021-08-20,2016-08-10,4,144,42.6
2382,2022-02-08,MilkRecording,2021-08-20,2016-08-10,4,172,42.3
2382,2022-03-08,MilkRecording,2021-08-20,2016-08-10,4,200,42
2382,2022-04-05,MilkRecording,2021-08-20,2016-08-10,4,228,40.3
2382,2022-05-15,MilkRecording,2021-08-20,2016-08-10,4,268,38.8
2382,2022-05-24,MilkRecording,2021-08-20,2016-08-10,4,277,36.8
2382,2022-06-21,MilkRecording,2021-08-20,2016-08-10,4,305,20.8
2383,2022-08-23,MilkRecording,2022-08-15,2016-08-10,5,8,39.6
2383,2022-09-20,MilkRecording,2022-08-15,2016-08-10,5,36,57.3
2383,2022-10-18,MilkRecording,2022-08-15,2016-08-10,5,64,45.1
2383,2022-10-23,MilkRecording,2022-08-15,2016-08-10,5,69,52.5
2383,2022-11-21,MilkRecording,2022-08-15,2016-08-10,5,98,39.7
2383,2022-12-18,MilkRecording,2022-08-15,2016-08-10,5,125,48.5
2383,2023-01-15,MilkRecording,2022-08-15,2016-08-10,5,153,49.5
2383,2023-02-13,MilkRecording,2022-08-15,2016-08-10,5,182,46.4
2383,2023-03-12,MilkRecording,2022-08-15,2016-08-10,5,209,43.9
2383,2023-04-11,MilkRecording,2022-08-15,2016-08-10,5,239,42.9
2383,2023-05-09,MilkRecording,2022-08-15,2016-08-10,5,267,39.2
2383,2023-06-05,MilkRecording,2022-08-15,2016-08-10,5,294,37.5
2387,2020-05-26,MilkRecording,2020-05-24,2016-09-06,3,2,14
2387,2020-06-23,MilkRecording,2020-05-24,2016-09-06,3,30,54.9
2387,2020-07-21,MilkRecording,2020-05-24,2016-09-06,3,58,48.9
2387,2020-08-18,MilkRecording,2020-05-24,2016-09-06,3,86,45.4
2387,2020-09-15,MilkRecording,2020-05-24,2016-09-06,3,114,29.9
2387,2020-10-14,MilkRecording,2020-05-24,2016-09-06,3,143,31.5
2387,2020-11-10,MilkRecording,2020-05-24,2016-09-06,3,170,32.2
2387,2020-12-08,MilkRecording,2020-05-24,2016-09-06,3,198,29.2
2387,2021-01-05,MilkRecording,2020-05-24,2016-09-06,3,226,25.4
2387,2021-02-02,MilkRecording,2020-05-24,2016-09-06,3,254,24
2387,2021-03-02,MilkRecording,2020-05-24,2016-09-06,3,282,15
2392,2020-04-28,MilkRecording,2020-04-10,2016-09-24,3,18,55.2
2392,2020-05-26,MilkRecording,2020-04-10,2016-09-24,3,46,67.1
2392,2020-06-23,MilkRecording,2020-04-10,2016-09-24,3,74,63.3
2392,2020-07-21,MilkRecording,2020-04-10,2016-09-24,3,102,54.9
2392,2020-08-18,MilkRecording,2020-04-10,2016-09-24,3,130,51.6
2392,2020-09-15,MilkRecording,2020-04-10,2016-09-24,3,158,54.2
2392,2020-10-14,MilkRecording,2020-04-10,2016-09-24,3,187,39.4
2392,2020-11-10,MilkRecording,2020-04-10,2016-09-24,3,214,36
2392,2020-12-08,MilkRecording,2020-04-10,2016-09-24,3,242,31.5
2392,2021-01-05,MilkRecording,2020-04-10,2016-09-24,3,270,28.2
2392,2021-02-02,MilkRecording,2020-04-10,2016-09-24,3,298,26.3
2394,2022-09-20,MilkRecording,2022-08-25,2016-09-24,5,26,55.9
2394,2022-10-18,MilkRecording,2022-08-25,2016-09-24,5,54,61.3
2394,2022-10-23,MilkRecording,2022-08-25,2016-09-24,5,59,59.9
2394,2022-11-21,MilkRecording,2022-08-25,2016-09-24,5,88,50.6
2394,2022-12-18,MilkRecording,2022-08-25,2016-09-24,5,115,50.9
2394,2023-01-15,MilkRecording,2022-08-25,2016-09-24,5,143,51.9
2394,2023-02-13,MilkRecording,2022-08-25,2016-09-24,5,172,47.6
2394,2023-03-12,MilkRecording,2022-08-25,2016-09-24,5,199,46.1
2394,2023-04-11,MilkRecording,2022-08-25,2016-09-24,5,229,40.6
2394,2023-05-09,MilkRecording,2022-08-25,2016-09-24,5,257,36.8
2394,2023-06-05,MilkRecording,2022-08-25,2016-09-24,5,284,33.3
2396,2018-11-20,MilkRecording,2018-11-08,2016-11-15,1,12,28.8
2396,2018-12-18,MilkRecording,2018-11-08,2016-11-15,1,40,41.2
2396,2019-01-15,MilkRecording,2018-11-08,2016-11-15,1,68,41.4
2396,2019-02-12,MilkRecording,2018-11-08,2016-11-15,1,96,39.2
2396,2019-03-12,MilkRecording,2018-11-08,2016-11-15,1,124,42.1
2396,2019-04-09,MilkRecording,2018-11-08,2016-11-15,1,152,40.9
2396,2019-05-21,MilkRecording,2018-11-08,2016-11-15,1,194,34.6
2396,2019-06-18,MilkRecording,2018-11-08,2016-11-15,1,222,34.6
2396,2019-07-16,MilkRecording,2018-11-08,2016-11-15,1,250,39
2396,2019-08-13,MilkRecording,2018-11-08,2016-11-15,1,278,36.3
2398,2021-03-02,MilkRecording,2021-02-08,2016-11-15,3,22,62.1
2398,2021-03-30,MilkRecording,2021-02-08,2016-11-15,3,50,55.1
2398,2021-04-27,MilkRecording,2021-02-08,2016-11-15,3,78,59
2398,2021-05-25,MilkRecording,2021-02-08,2016-11-15,3,106,56.1
2398,2021-06-22,MilkRecording,2021-02-08,2016-11-15,3,134,43.3
2398,2021-07-20,MilkRecording,2021-02-08,2016-11-15,3,162,47.6
2398,2021-08-25,MilkRecording,2021-02-08,2016-11-15,3,198,34.9
2398,2021-09-22,MilkRecording,2021-02-08,2016-11-15,3,226,30.9
2398,2021-10-19,MilkRecording,2021-02-08,2016-11-15,3,253,27.7
2398,2021-11-16,MilkRecording,2021-02-08,2016-11-15,3,281,28.4
2401,2019-03-12,MilkRecording,2019-02-24,2016-11-30,1,16,27.8
2401,2019-04-09,MilkRecording,2019-02-24,2016-11-30,1,44,38.1
2401,2019-05-21,MilkRecording,2019-02-24,2016-11-30,1,86,37.1
2401,2019-06-18,MilkRecording,2019-02-24,2016-11-30,1,114,37.2
2401,2019-07-16,MilkRecording,2019-02-24,2016-11-30,1,142,38.7
2401,2019-08-13,MilkRecording,2019-02-24,2016-11-30,1,170,36.3
2401,2019-09-10,MilkRecording,2019-02-24,2016-11-30,1,198,36.1
2401,2019-10-08,MilkRecording,2019-02-24,2016-11-30,1,226,33.8
2401,2019-11-05,MilkRecording,2019-02-24,2016-11-30,1,254,33
2401,2019-12-03,MilkRecording,2019-02-24,2016-11-30,1,282,21.1
2402,2020-03-31,MilkRecording,2020-03-07,2016-11-30,2,24,45.1
2402,2020-04-28,MilkRecording,2020-03-07,2016-11-30,2,52,53.4
2402,2020-05-26,MilkRecording,2020-03-07,2016-11-30,2,80,50.2
2402,2020-06-23,MilkRecording,2020-03-07,2016-11-30,2,108,43.3
2402,2020-07-21,MilkRecording,2020-03-07,2016-11-30,2,136,45.6
2402,2020-08-18,MilkRecording,2020-03-07,2016-11-30,2,164,43.6
2402,2020-09-15,MilkRecording,2020-03-07,2016-11-30,2,192,40.1
2402,2020-10-14,MilkRecording,2020-03-07,2016-11-30,2,221,35.5
2402,2020-11-10,MilkRecording,2020-03-07,2016-11-30,2,248,34.9
2402,2020-12-08,MilkRecording,2020-03-07,2016-11-30,2,276,33.6
2402,2021-01-05,MilkRecording,2020-03-07,2016-11-30,2,304,32.2
2403,2021-06-22,MilkRecording,2021-06-14,2016-11-30,3,8,33.6
2403,2021-07-20,MilkRecording,2021-06-14,2016-11-30,3,36,51.2
2403,2021-08-25,MilkRecording,2021-06-14,2016-11-30,3,72,50.4
2403,2021-09-22,MilkRecording,2021-06-14,2016-11-30,3,100,45.2
2403,2021-10-19,MilkRecording,2021-06-14,2016-11-30,3,127,40.7
2403,2021-11-16,MilkRecording,2021-06-14,2016-11-30,3,155,43.4
2403,2021-12-14,MilkRecording,2021-06-14,2016-11-30,3,183,37.3
2403,2022-01-11,MilkRecording,2021-06-14,2016-11-30,3,211,32.2
2403,2022-02-08,MilkRecording,2021-06-14,2016-11-30,3,239,35.3
2403,2022-03-08,MilkRecording,2021-06-14,2016-11-30,3,267,33.7
2403,2022-04-05,MilkRecording,2021-06-14,2016-11-30,3,295,32.8
2404,2022-11-21,MilkRecording,2022-11-18,2016-11-30,4,3,17.8
2404,2022-12-18,MilkRecording,2022-11-18,2016-11-30,4,30,54.5
2404,2023-01-15,MilkRecording,2022-11-18,2016-11-30,4,58,60.2
2404,2023-02-13,MilkRecording,2022-11-18,2016-11-30,4,87,52.4
2404,2023-03-12,MilkRecording,2022-11-18,2016-11-30,4,114,40.5
2404,2023-04-11,MilkRecording,2022-11-18,2016-11-30,4,144,36.3
2404,2023-05-09,MilkRecording,2022-11-18,2016-11-30,4,172,44.8
2404,2023-06-05,MilkRecording,2022-11-18,2016-11-30,4,199,39.3
2404,2023-07-03,MilkRecording,2022-11-18,2016-11-30,4,227,39.7
2404,2023-07-31,MilkRecording,2022-11-18,2016-11-30,4,255,40.1
2404,2023-08-28,MilkRecording,2022-11-18,2016-11-30,4,283,28.9
2405,2018-11-20,MilkRecording,2018-11-11,2016-12-10,1,9,19.7
2405,2018-12-18,MilkRecording,2018-11-11,2016-12-10,1,37,34.9
2405,2019-01-15,MilkRecording,2018-11-11,2016-12-10,1,65,37.7
2405,2019-02-12,MilkRecording,2018-11-11,2016-12-10,1,93,32.7
2405,2019-03-12,MilkRecording,2018-11-11,2016-12-10,1,121,38.2
2405,2019-04-09,MilkRecording,2018-11-11,2016-12-10,1,149,39.2
2405,2019-05-21,MilkRecording,2018-11-11,2016-12-10,1,191,33.9
2405,2019-06-18,MilkRecording,2018-11-11,2016-12-10,1,219,28.3
2405,2019-07-16,MilkRecording,2018-11-11,2016-12-10,1,247,31.3
2405,2019-08-13,MilkRecording,2018-11-11,2016-12-10,1,275,28.2
2405,2019-09-10,MilkRecording,2018-11-11,2016-12-10,1,303,14.5
2406,2018-11-20,MilkRecording,2018-11-08,2017-02-07,1,12,15.8
2406,2018-12-18,MilkRecording,2018-11-08,2017-02-07,1,40,24.3
2406,2019-01-15,MilkRecording,2018-11-08,2017-02-07,1,68,34.6
2406,2019-02-12,MilkRecording,2018-11-08,2017-02-07,1,96,31.8
2406,2019-03-12,MilkRecording,2018-11-08,2017-02-07,1,124,34.1
2406,2019-04-09,MilkRecording,2018-11-08,2017-02-07,1,152,35.1
2406,2019-05-21,MilkRecording,2018-11-08,2017-02-07,1,194,35.6
2406,2019-06-18,MilkRecording,2018-11-08,2017-02-07,1,222,34.3
2406,2019-07-16,MilkRecording,2018-11-08,2017-02-07,1,250,34.7
2406,2019-08-13,MilkRecording,2018-11-08,2017-02-07,1,278,28.4
2407,2020-09-15,MilkRecording,2020-09-11,2017-02-07,2,4,26.9
2407,2020-10-14,MilkRecording,2020-09-11,2017-02-07,2,33,48.9
2407,2020-11-10,MilkRecording,2020-09-11,2017-02-07,2,60,51.6
2407,2020-12-08,MilkRecording,2020-09-11,2017-02-07,2,88,49.3
2407,2021-01-05,MilkRecording,2020-09-11,2017-02-07,2,116,44
2407,2021-02-02,MilkRecording,2020-09-11,2017-02-07,2,144,44.7
2407,2021-03-02,MilkRecording,2020-09-11,2017-02-07,2,172,42.5
2407,2021-03-30,MilkRecording,2020-09-11,2017-02-07,2,200,37.3
2407,2021-04-27,MilkRecording,2020-09-11,2017-02-07,2,228,38.5
2407,2021-05-25,MilkRecording,2020-09-11,2017-02-07,2,256,31.5
2407,2021-06-22,MilkRecording,2020-09-11,2017-02-07,2,284,31.6
2408,2021-10-19,MilkRecording,2021-10-06,2017-02-07,3,13,46.6
2408,2021-11-16,MilkRecording,2021-10-06,2017-02-07,3,41,49.9
2408,2021-12-14,MilkRecording,2021-10-06,2017-02-07,3,69,44.2
2408,2022-01-11,MilkRecording,2021-10-06,2017-02-07,3,97,39.6
2408,2022-02-08,MilkRecording,2021-10-06,2017-02-07,3,125,37.9
2408,2022-03-08,MilkRecording,2021-10-06,2017-02-07,3,153,35
2408,2022-04-05,MilkRecording,2021-10-06,2017-02-07,3,181,33.4
2408,2022-05-15,MilkRecording,2021-10-06,2017-02-07,3,221,32.4
2408,2022-05-24,MilkRecording,2021-10-06,2017-02-07,3,230,32.1
2408,2022-06-21,MilkRecording,2021-10-06,2017-02-07,3,258,29.8
2408,2022-07-19,MilkRecording,2021-10-06,2017-02-07,3,286,27.9
2408,2022-07-28,MilkRecording,2021-10-06,2017-02-07,3,295,27.1
2409,2022-12-18,MilkRecording,2022-12-04,2017-02-07,4,14,49.7
2409,2023-01-15,MilkRecording,2022-12-04,2017-02-07,4,42,60.4
2409,2023-02-13,MilkRecording,2022-12-04,2017-02-07,4,71,56.6
2409,2023-03-12,MilkRecording,2022-12-04,2017-02-07,4,98,50.5
2409,2023-04-11,MilkRecording,2022-12-04,2017-02-07,4,128,50.8
2409,2023-05-09,MilkRecording,2022-12-04,2017-02-07,4,156,49.9
2409,2023-06-05,MilkRecording,2022-12-04,2017-02-07,4,183,42.7
2409,2023-07-03,MilkRecording,2022-12-04,2017-02-07,4,211,44.2
2409,2023-07-31,MilkRecording,2022-12-04,2017-02-07,4,239,38.2
2409,2023-08-28,MilkRecording,2022-12-04,2017-02-07,4,267,33.6
2409,2023-09-25,MilkRecording,2022-12-04,2017-02-07,4,295,37
2411,2019-12-31,MilkRecording,2019-12-05,2017-03-09,2,26,34
2411,2020-01-28,MilkRecording,2019-12-05,2017-03-09,2,54,45.8
2411,2020-02-26,MilkRecording,2019-12-05,2017-03-09,2,83,39.3
2411,2020-03-31,MilkRecording,2019-12-05,2017-03-09,2,117,41.7
2411,2020-04-28,MilkRecording,2019-12-05,2017-03-09,2,145,44.1
2411,2020-05-26,MilkRecording,2019-12-05,2017-03-09,2,173,44.7
2411,2020-06-23,MilkRecording,2019-12-05,2017-03-09,2,201,35.4
2411,2020-07-21,MilkRecording,2019-12-05,2017-03-09,2,229,35.3
2411,2020-08-18,MilkRecording,2019-12-05,2017-03-09,2,257,30.5
2411,2020-09-15,MilkRecording,2019-12-05,2017-03-09,2,285,31.3
2414,2023-01-15,MilkRecording,2023-01-11,2017-03-09,5,4,33.1
2414,2023-02-13,MilkRecording,2023-01-11,2017-03-09,5,33,48.6
2414,2023-03-12,MilkRecording,2023-01-11,2017-03-09,5,60,56.1
2414,2023-04-11,MilkRecording,2023-01-11,2017-03-09,5,90,48.1
2414,2023-05-09,MilkRecording,2023-01-11,2017-03-09,5,118,46.1
2414,2023-06-05,MilkRecording,2023-01-11,2017-03-09,5,145,43.2
2414,2023-07-03,MilkRecording,2023-01-11,2017-03-09,5,173,36.8
2414,2023-07-31,MilkRecording,2023-01-11,2017-03-09,5,201,28.9
2414,2023-08-28,MilkRecording,2023-01-11,2017-03-09,5,229,32.4
2414,2023-09-25,MilkRecording,2023-01-11,2017-03-09,5,257,29.9
2414,2023-10-23,MilkRecording,2023-01-11,2017-03-09,5,285,27.8
2416,2019-02-12,MilkRecording,2019-01-15,2017-04-06,1,28,32.5
2416,2019-03-12,MilkRecording,2019-01-15,2017-04-06,1,56,30.3
2416,2019-04-09,MilkRecording,2019-01-15,2017-04-06,1,84,40.9
2416,2019-05-21,MilkRecording,2019-01-15,2017-04-06,1,126,41.1
2416,2019-06-18,MilkRecording,2019-01-15,2017-04-06,1,154,39.1
2416,2019-07-16,MilkRecording,2019-01-15,2017-04-06,1,182,40.3
2416,2019-08-13,MilkRecording,2019-01-15,2017-04-06,1,210,37.8
2416,2019-09-10,MilkRecording,2019-01-15,2017-04-06,1,238,36.3
2416,2019-10-08,MilkRecording,2019-01-15,2017-04-06,1,266,36.2
2416,2019-11-05,MilkRecording,2019-01-15,2017-04-06,1,294,28.1
2417,2020-01-28,MilkRecording,2020-01-23,2017-04-06,2,5,18.7
2417,2020-02-26,MilkRecording,2020-01-23,2017-04-06,2,34,35.4
2417,2020-03-31,MilkRecording,2020-01-23,2017-04-06,2,68,33.7
2417,2020-04-28,MilkRecording,2020-01-23,2017-04-06,2,96,41.1
2417,2020-05-26,MilkRecording,2020-01-23,2017-04-06,2,124,41.4
2417,2020-06-23,MilkRecording,2020-01-23,2017-04-06,2,152,34.3
2417,2020-07-21,MilkRecording,2020-01-23,2017-04-06,2,180,35.9
2417,2020-08-18,MilkRecording,2020-01-23,2017-04-06,2,208,30.6
2417,2020-09-15,MilkRecording,2020-01-23,2017-04-06,2,236,31.3
2417,2020-10-14,MilkRecording,2020-01-23,2017-04-06,2,265,27.5
2417,2020-11-10,MilkRecording,2020-01-23,2017-04-06,2,292,27.2
2418,2021-03-30,MilkRecording,2021-03-23,2017-04-06,3,7,33.4
2418,2021-04-27,MilkRecording,2021-03-23,2017-04-06,3,35,53.9
2418,2021-05-25,MilkRecording,2021-03-23,2017-04-06,3,63,51
2418,2021-06-22,MilkRecording,2021-03-23,2017-04-06,3,91,47.1
2418,2021-07-20,MilkRecording,2021-03-23,2017-04-06,3,119,43.1
2418,2021-08-25,MilkRecording,2021-03-23,2017-04-06,3,155,38.6
2418,2021-09-22,MilkRecording,2021-03-23,2017-04-06,3,183,35.5
2418,2021-10-19,MilkRecording,2021-03-23,2017-04-06,3,210,17.8
2418,2021-11-16,MilkRecording,2021-03-23,2017-04-06,3,238,24
2418,2021-12-14,MilkRecording,2021-03-23,2017-04-06,3,266,25.2
2418,2022-01-11,MilkRecording,2021-03-23,2017-04-06,3,294,24.2
2422,2021-02-02,MilkRecording,2021-01-19,2017-04-06,3,14,52.8
2422,2021-03-02,MilkRecording,2021-01-19,2017-04-06,3,42,56.2
2422,2021-03-30,MilkRecording,2021-01-19,2017-04-06,3,70,59.8
2422,2021-04-27,MilkRecording,2021-01-19,2017-04-06,3,98,50.5
2422,2021-05-25,MilkRecording,2021-01-19,2017-04-06,3,126,50.8
2422,2021-06-22,MilkRecording,2021-01-19,2017-04-06,3,154,47.5
2422,2021-07-20,MilkRecording,2021-01-19,2017-04-06,3,182,42.7
2422,2021-08-25,MilkRecording,2021-01-19,2017-04-06,3,218,39.1
2422,2021-09-22,MilkRecording,2021-01-19,2017-04-06,3,246,37.4
2422,2021-10-19,MilkRecording,2021-01-19,2017-04-06,3,273,34.2
2422,2021-11-16,MilkRecording,2021-01-19,2017-04-06,3,301,19.3
2429,2019-03-12,MilkRecording,2019-03-05,2017-05-11,1,7,21.9
2429,2019-04-09,MilkRecording,2019-03-05,2017-05-11,1,35,36
2429,2019-05-21,MilkRecording,2019-03-05,2017-05-11,1,77,40.3
2429,2019-06-18,MilkRecording,2019-03-05,2017-05-11,1,105,40.4
2429,2019-07-16,MilkRecording,2019-03-05,2017-05-11,1,133,42.5
2429,2019-08-13,MilkRecording,2019-03-05,2017-05-11,1,161,36.4
2429,2019-09-10,MilkRecording,2019-03-05,2017-05-11,1,189,40
2429,2019-10-08,MilkRecording,2019-03-05,2017-05-11,1,217,37.4
2429,2019-11-05,MilkRecording,2019-03-05,2017-05-11,1,245,31.4
2429,2019-12-03,MilkRecording,2019-03-05,2017-05-11,1,273,33.6
2429,2019-12-31,MilkRecording,2019-03-05,2017-05-11,1,301,26.1
2430,2020-03-31,MilkRecording,2020-03-19,2017-05-11,2,12,45.5
2430,2020-04-28,MilkRecording,2020-03-19,2017-05-11,2,40,55.4
2430,2020-05-26,MilkRecording,2020-03-19,2017-05-11,2,68,56.2
2430,2020-06-23,MilkRecording,2020-03-19,2017-05-11,2,96,51.6
2430,2020-07-21,MilkRecording,2020-03-19,2017-05-11,2,124,49.3
2430,2020-08-18,MilkRecording,2020-03-19,2017-05-11,2,152,43.6
2430,2020-09-15,MilkRecording,2020-03-19,2017-05-11,2,180,41.9
2430,2020-10-14,MilkRecording,2020-03-19,2017-05-11,2,209,26.3
2430,2020-11-10,MilkRecording,2020-03-19,2017-05-11,2,236,31.8
2430,2020-12-08,MilkRecording,2020-03-19,2017-05-11,2,264,29.5
2430,2021-01-05,MilkRecording,2020-03-19,2017-05-11,2,292,29.2
2432,2019-06-18,MilkRecording,2019-05-23,2017-05-13,1,26,31.2
2432,2019-07-16,MilkRecording,2019-05-23,2017-05-13,1,54,37.9
2432,2019-08-13,MilkRecording,2019-05-23,2017-05-13,1,82,36.6
2432,2019-09-10,MilkRecording,2019-05-23,2017-05-13,1,110,37.6
2432,2019-10-08,MilkRecording,2019-05-23,2017-05-13,1,138,36
2432,2019-11-05,MilkRecording,2019-05-23,2017-05-13,1,166,32.1
2432,2019-12-03,MilkRecording,2019-05-23,2017-05-13,1,194,32.2
2432,2019-12-31,MilkRecording,2019-05-23,2017-05-13,1,222,27.7
2432,2020-01-28,MilkRecording,2019-05-23,2017-05-13,1,250,28.4
2432,2020-02-26,MilkRecording,2019-05-23,2017-05-13,1,279,28.6
2433,2020-06-23,MilkRecording,2020-06-10,2017-05-13,2,13,32.8
2433,2020-07-21,MilkRecording,2020-06-10,2017-05-13,2,41,48.4
2433,2020-08-18,MilkRecording,2020-06-10,2017-05-13,2,69,46.4
2433,2020-09-15,MilkRecording,2020-06-10,2017-05-13,2,97,41.1
2433,2020-10-14,MilkRecording,2020-06-10,2017-05-13,2,126,37.2
2433,2020-11-10,MilkRecording,2020-06-10,2017-05-13,2,153,34.9
2433,2020-12-08,MilkRecording,2020-06-10,2017-05-13,2,181,33.3
2433,2021-01-05,MilkRecording,2020-06-10,2017-05-13,2,209,30.5
2433,2021-02-02,MilkRecording,2020-06-10,2017-05-13,2,237,28.8
2433,2021-03-02,MilkRecording,2020-06-10,2017-05-13,2,265,29.4
2433,2021-03-30,MilkRecording,2020-06-10,2017-05-13,2,293,29.7
2436,2021-03-30,MilkRecording,2021-03-22,2017-05-29,3,8,35.9
2436,2021-04-27,MilkRecording,2021-03-22,2017-05-29,3,36,48.7
2436,2021-05-25,MilkRecording,2021-03-22,2017-05-29,3,64,48
2436,2021-06-22,MilkRecording,2021-03-22,2017-05-29,3,92,42.2
2436,2021-07-20,MilkRecording,2021-03-22,2017-05-29,3,120,39.3
2436,2021-08-25,MilkRecording,2021-03-22,2017-05-29,3,156,34.6
2436,2021-09-22,MilkRecording,2021-03-22,2017-05-29,3,184,28.5
2436,2021-10-19,MilkRecording,2021-03-22,2017-05-29,3,211,28.1
2436,2021-11-16,MilkRecording,2021-03-22,2017-05-29,3,239,22.5
2436,2021-12-14,MilkRecording,2021-03-22,2017-05-29,3,267,24.9
2436,2022-01-11,MilkRecording,2021-03-22,2017-05-29,3,295,19.4
2438,2023-03-12,MilkRecording,2023-02-12,2017-05-29,5,28,52.1
2438,2023-04-11,MilkRecording,2023-02-12,2017-05-29,5,58,53.4
2438,2023-05-09,MilkRecording,2023-02-12,2017-05-29,5,86,43.9
2438,2023-06-05,MilkRecording,2023-02-12,2017-05-29,5,113,41.6
2438,2023-07-03,MilkRecording,2023-02-12,2017-05-29,5,141,37.2
2438,2023-07-31,MilkRecording,2023-02-12,2017-05-29,5,169,39.2
2438,2023-08-28,MilkRecording,2023-02-12,2017-05-29,5,197,32
2438,2023-09-25,MilkRecording,2023-02-12,2017-05-29,5,225,30.7
2438,2023-10-23,MilkRecording,2023-02-12,2017-05-29,5,253,26.7
2438,2023-11-20,MilkRecording,2023-02-12,2017-05-29,5,281,26.9
2442,2020-04-28,MilkRecording,2020-04-22,2017-06-26,2,6,20.6
2442,2020-05-26,MilkRecording,2020-04-22,2017-06-26,2,34,46.2
2442,2020-06-23,MilkRecording,2020-04-22,2017-06-26,2,62,43
2442,2020-07-21,MilkRecording,2020-04-22,2017-06-26,2,90,43.8
2442,2020-08-18,MilkRecording,2020-04-22,2017-06-26,2,118,39.2
2442,2020-09-15,MilkRecording,2020-04-22,2017-06-26,2,146,37.1
2442,2020-10-14,MilkRecording,2020-04-22,2017-06-26,2,175,28.7
2442,2020-11-10,MilkRecording,2020-04-22,2017-06-26,2,202,27.4
2442,2020-12-08,MilkRecording,2020-04-22,2017-06-26,2,230,27.1
2442,2021-01-05,MilkRecording,2020-04-22,2017-06-26,2,258,25.5
2442,2021-02-02,MilkRecording,2020-04-22,2017-06-26,2,286,17
2444,2022-05-15,MilkRecording,2022-04-23,2017-06-26,4,22,48.5
2444,2022-05-24,MilkRecording,2022-04-23,2017-06-26,4,31,48.1
2444,2022-06-21,MilkRecording,2022-04-23,2017-06-26,4,59,44.9
2444,2022-07-19,MilkRecording,2022-04-23,2017-06-26,4,87,46
2444,2022-07-28,MilkRecording,2022-04-23,2017-06-26,4,96,43.3
2444,2022-08-23,MilkRecording,2022-04-23,2017-06-26,4,122,41.7
2444,2022-09-20,MilkRecording,2022-04-23,2017-06-26,4,150,36.7
2444,2022-10-18,MilkRecording,2022-04-23,2017-06-26,4,178,35.5
2444,2022-10-23,MilkRecording,2022-04-23,2017-06-26,4,183,33.5
2444,2022-11-21,MilkRecording,2022-04-23,2017-06-26,4,212,33
2444,2022-12-18,MilkRecording,2022-04-23,2017-06-26,4,239,29.3
